name,info,description,url
ENVIRON 344 / EARTH 344. Sustainable and Fossil Energy:  Options and Consequences,Consent of department required. At least one previous course in physical sciences or engineering. (4 in the half-term). (NS). (BS). May not be repeated for credit.,"This course introduces concepts and environmental consequences of sustainable and fossil energy sources.  Students conduct hands-on experiments using alternate energy systems at Camp Davis.  In addition, the class travels throughout Wyoming and Idaho visiting and investigating facilities important for power generation.","['SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ENVIRON&catalog=344', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=ENVIRON&catalog=344']"
ENVIRON 345 / POLSCI 331 / SOC 380. Environmental Public Opinion Analysis,"One of the following: AP STATS 180, STATS 250, STATS 280, or SOC 210. (3). (SS). May not be repeated for credit.","This course examines trends in environmental public opinion, influences on people's concerns about the environment, the depth and strength of concerns, and how environmental concerns affect personal behaviors and the political process.  It also introduces students to useful statistical concepts and procedures for analyzing and interpreting public opinion data.","['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=345', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=345']"
ENVIRON 348 / EEB 348. Forest Ecosystems,"Consent of department required. BIOLOGY 171, (172 or 174) & 173; or BIOLOGY 192 & 173; or BIOLOGY 195 & 173. (5 in the half-term). (NS). (BS). May not be repeated for credit. Su at Biological Station.","Focused on ecology in forest species and components of ecological systems, this course emphasizes hands-on field study in diverse upland and wetland forests.  It stresses integrating topography, soil, climate, and vegetation, plus the dynamics of fire and regeneration ecology.  This ecocentric approach is applicable in temperate forest ecosystems throughout the world.","['SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ENVIRON&catalog=348', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=ENVIRON&catalog=348']"
ENVIRON 350 / RCSSCI 350. The Built Environment: Introduction to Landscape Change,(3). (ID). May not be repeated for credit.,"This course is an introduction to the role of humans in shaping the built environment. It explores physical design and cultural meaning at various scales and contexts in the landscape. We explore the power of physical design and planning to enrich the human spirit, provide functional needs, interpret cultural history, and sustain natural systems.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=350', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=350', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=350']"
"ENVIRON 351 / ASIAN 351 / INTLSTD 351. Chinese Food in Crisis: Health, Ecology, and Identity in an Age of Globalization","ASIAN 258, ASIAN 366, or coursework in Chinese Studies or Sustainability. (3). (ID). May not be repeated for credit.","This course looks at the role that culinary globalization has played in reshaping the Chinese diet, along with its implications for health, the environment, and political identity.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=351', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=351']"
ENVIRON 354 / AMCULT 354 / ENGLISH 312. Camp Davis:  History and Literature of the Rockies,"Consent of department required. (3 in the half-term). (HU). May not be repeated for credit. Su at Camp Davis, Wyoming. May not be taken pass/fail.","This course is taught onsite at the University of Michigan's Camp Davis Geology field station south of Jackson Hole, Wyoming. It examines a range of human experiences and expressions of place, centered on the area of Jackson Hole, but extending in conceptual terms across the central and northern Rocky Mountain region and to the American West as a whole.",[]
ENVIRON 355 / ENGLISH 355. Southern Natures: The Making and Unmaking of Races and Environments in the US South,(3). (HU). May not be repeated for credit.,"This course provides an environmental and cultural history survey of US southern spaces from the colonial period through the present. We begin in the present, with a unit on the New Orleans levee disaster of 2005 (Katrina) and another unit on contemporary plantation memorials/ tourism / representations. Having familiarized ourselves with contemporary issues and crises, we then jump back to colonial origins and work our way forward again.",['WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=355']
"ENVIRON 357 / ARCH 357 / URP 357. Architecture, Sustainability and the City: Ideas, Forces and People Shaping the Built Environment",(HU). May not be repeated for credit.,"An introduction to the design of the build environment, society's largest investment and biggest consumer of energy, the course's focus will range from the room to the building to the city to the metropolis, including spaces and places that are consciously planned and intentionally designed, as well as ones that are vernacular and organic.  In addition to the fundamentals, history, theory and practice of design and urban planning, case studies of buildings and cities of different periods and cultures will be presented to deepen the student's understanding of the environmental, economic, socioculture and aesthetic impacts of architecture and urbanism.  Contemporary problems and opportunities in sustainable building and community design will be considered, including energy and water conservation, waste management and recycling.  Livability, walkability, bikeability and transit, as well as the importance of a vibrant and diverse public realm, will also be studied.",['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=357']
ENVIRON 360 / PSYCH 360. Behavior and Environment,(3). (SS). May not be repeated for credit.,"Course deals with two central themes: First, environmental problems are people problems, requiring an understanding of how people think, what they care about, and the conditions under which they behave most reasonably. Second, human behavior makes the most sense when studied in the context of the environment, both present and evolutionary. This course builds a model of human nature, based upon research in the field of environmental psychology.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=360', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=360', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=360']"
ENVIRON 361 / PSYCH 362. The Psychology of Environmental Stewardship,(3). (SS). May not be repeated for credit.,"This course deals with how to reframe and promote a future with a restrained and austere existence.  To meet this challenge, behavior-change tools and strategies are developed. Emphasis is on informational and motivational means of changing behavior in a durable manner.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=361', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=361', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=361']"
ENVIRON 362 / ANTHRBIO 362 / EEB 362. Primate Evolutionary Ecology,"An introductory course on primates, ecology, or conservation biology is advised. No quantitative or statistical training is required. (4). (NS). (BS). May not be repeated for credit.","This course examines primate ecology within an evolutionary framework. We consider how environmental factors, evolutionary history, and ecological processes affect individuals, social groups, populations, and communities. Topics in primate and rainforest conservation biology are also discussed. Emphasis is placed on critical assessment and interpretation of quantitative and graphical evidence.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=362', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=362']"
ENVIRON 365. International Environmental Policy,(3). May not be repeated for credit.,"This course explores institutions, actors, and outcomes in international environmental policy making.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=365', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=365']"
ENVIRON 367. Global Enterprise and Sustainable Development,Senior Standing. (3). May not be repeated for credit.,"This course examines how businesses can influence, and are influenced, by issues related to sustainable development.  The course identifies external forces and strategy based reasons that motivate corporations to contribute to environmental and social goals.  Through guest lectures and case studies, students learn about current best practice and future possibilities.",[]
ENVIRON 370 / ARCH 423 / URP 423. Introduction to Urban and Environmental Planning,(3 - 5). May not be repeated for credit.,,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=370', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=370', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=370', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=370', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=370', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=370']"
ENVIRON 372 / EEB 372. General Ecology Laboratory,"BIOLOGY 171, (172 or 174) & 173; or BIOLOGY 195 & 173; AND concurrent or prior enrollment in BIOLOGY 281/ENVIRON 281. (3). (BS). May not be repeated for credit.","This course combines a mixture of tools needed to become ecologically proficient. This includes applying the fundamental concepts from ecology, the protocol for conceptualizing and conducting experiments, the statistical tests used to test hypotheses, and the tools needed to present work through communication. The lab exercises have a mixture of ecological practices, field experiments, hypothesis testing, statistical analyses, and written/oral communication.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=372', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=372', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=372', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=372']"
ENVIRON 375 / ECON 370. Environmental and Resource Economics,"ECON 101. (Prerequisites enforced at registration.) (3). (SS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in ECON 471 or 472, or NRE 571 or 583.","A one-semester introduction to Environmental and Natural Resource Economics.  Topics include externalities, unpriced goods, cost-benefit analysis, resource scarcity, exhaustible resource depletion, renewable resource harvesting and common property.",['SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ENVIRON&catalog=375']
ENVIRON 376 / PHIL 376. Environmental Ethics-Living Well with Nature,(3). (HU). May not be repeated for credit.,"This course explores what we do and why we do what we do to the world around us.  Without ignoring the theoretical, this course will focus on ethics as it bears on practical, everyday things: using energy, eating food, building houses, flying to far-away destinations, hiking in wild places, watching birds....  Our effects are far reaching: climate change, industrial agriculture and CAFOs, pollution and ecological restoration, biodiversity and species extinctions, wilderness, genetic engineering of plants and animals.  We will ask ""what is a good way to live in nature?""","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=376', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=376', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=376']"
